Type,Date,Bill Number,Discount,Subtotal,Delivery Amt,Total Bill,Channel,Customer ID,Dish Details
Home Delivery,2018-06-14,20084228496,0,110,0,110,Zomato COD,249225360959,Chicken Tikka (QTY-1.000)
Dine In,2018-06-14,20084228824,0,516,0,516,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Mix Veg (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-06-14,20084229152,0,340,0,340,Zomato Online,250206176810,Butter Chicken (QTY-1.000)
Dine In,2018-06-14,20084229480,0,270,0,270,-,UnKnown,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Dal Fry (QTY-1.000)"
Dine In,2018-06-14,20084229808,0,860,0,860,-,UnKnown,"Tandoori Chicken (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Veg Seekh Kabab (QTY-1.000),Plain Rice (QTY-1.000),Sev Tamater (QTY-1.000),Butter Chicken (QTY-1.000),Cold Drink (QTY-1.000),Cold Drink (QTY-1.000)"
Take Away,2018-06-14,20084230136,0,1130,0,1130,-,289200068721,"Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Veg Biryani (QTY-1.000),Mutton Bhuna (QTY-1.000),Mutton Home Style (QTY-2.000)"
Home Delivery,2018-06-14,20084230464,0,150,0,150,Zomato Online,249229167325,"Cheese maggi (QTY-1.000),Chicken Roll (QTY-1.000)"
Take Away,2018-06-14,20084230792,0,150,10,160,-,38271357206,Mutton Bati (QTY-1.000)
Home Delivery,2018-06-14,20084231120,0,550,0,550,Zomato Online,250229821688,"Tandoori Roti Butter (QTY-14.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-06-14,20084231448,0,108,0,108,Zomato COD,246127150527,"Tandoori Roti (QTY-4.000),Masala Cheese Maggi (QTY-1.000)"
Take Away,2018-06-14,20084231776,0,220,0,220,-,38271357206,Chicken Home Style (QTY-1.000)
Take Away,2018-06-14,20084232104,0,160,10,170,-,38271357206,Chicken Kolhapuri (QTY-1.000)
Dine In,2018-06-14,20084232432,0,470,0,470,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Take Away,2018-06-14,20084232760,0,190,0,190,-,289200068721,"Hyderabadi Mutton Dum Biryani (QTY-1.000),Lassi (QTY-1.000)"
Dine In,2018-06-14,20084233088,0,508,0,508,-,UnKnown,"Chilly Chicken (QTY-2.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Take Away,2018-06-14,20084233416,0,240,0,240,-,302408281315,"Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000)"
Take Away,2018-06-14,20084233744,0,580,0,580,-,289200068721,"Chicken Lollypop (6 pc) (QTY-1.000),Tandoori Malai Chicken (QTY-1.000)"
Take Away,2018-06-14,20084234072,0,320,0,320,-,289200068721,"Kadhai Chicken (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Take Away,2018-06-14,20084234400,0,815,0,815,-,289200068721,"Tandoori Roti Butter (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Veg Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Jeera Rice (QTY-1.000),Butter Chicken (QTY-1.000),Chicken Tikka Masala (QTY-1.000)"
Take Away,2018-06-14,20084234728,0,310,20,330,-,38271357206,"Tandoori Chicken (QTY-1.000),Chicken masala (QTY-1.000)"
Dine In,2018-06-14,20084235056,0,312,0,312,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Lachchha Paratha (QTY-1.000),Chicken Home Style (QTY-1.000)"
Dine In,2018-06-14,20084235384,0,550,0,550,-,UnKnown,"Chicken Pahadi Tikka (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Mutton Rogan Josh (QTY-1.000),Mutton Home Style (QTY-1.000)"
Take Away,2018-06-15,20084235712,0,115,0,115,Zomato COD,298970335435,"Tandoori Roti Butter (QTY-1.000),Sev Tamater (QTY-1.000)"
Home Delivery,2018-06-15,20084236368,0,300,0,300,Zomato Online,35326991187,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084236696,0,240,0,240,Zomato Online,35326921189,"Tandoori Roti (QTY-5.000),Jeera Rice (QTY-1.000),Chicken Curry (QTY-1.000)"
Dine In,2018-06-15,20084237024,0,170,0,170,-,UnKnown,"Vegetable Maggi (QTY-1.000),Cold Drink (QTY-1.000),Cold Drink (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000)"
Home Delivery,2018-06-15,20084237352,0,300,0,300,Zomato Online,250228989059,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Take Away,2018-06-15,20084237680,0,320,0,320,-,280209868585,Fish Tikka Masala (QTY-1.000)
Home Delivery,2018-06-15,20084238008,0,300,0,300,Zomato Online,249229161311,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-06-15,20084238336,0,160,0,160,-,UnKnown,Egg Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084238664,0,150,0,150,Zomato Online,248943908022,Mutton Bati (QTY-1.000)
Dine In,2018-06-15,20084238992,0,430,0,430,-,UnKnown,"Chicken Tikka (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Dine In,2018-06-15,20084239320,0,300,0,300,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084239648,0,160,0,160,Zomato COD,250204073987,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-06-15,20084239976,0,160,0,160,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084240304,0,310,0,310,Zomato Online,69419472850,"Chole Bathure (QTY-1.000),Chole Kulche Amritsari (QTY-1.000),Veg Biryani (QTY-1.000)"
Home Delivery,2018-06-15,20084240632,0,160,0,160,Zomato Online,250229828539,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084240960,0,280,0,280,Zomato COD,249229158924,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Tadka Khichdi (QTY-1.000)"
Home Delivery,2018-06-15,20084241288,0,180,0,180,Zomato COD,250206155482,"Tandoori Roti Butter (QTY-2.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-06-15,20084241616,0,150,0,150,Zomato Online,249028087716,"Plain Rice (QTY-1.000),Aloo Gobhi (QTY-1.000)"
Home Delivery,2018-06-15,20084241944,0,180,0,180,Zomato Online,249028086104,Paneer Butter Masala (QTY-1.000)
Dine In,2018-06-15,20084242272,0,960,0,960,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-6.000)
Take Away,2018-06-15,20084242600,0,40,0,40,-,289200068721,"Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000)"
Home Delivery,2018-06-15,20084242928,0,160,0,160,Zomato Online,250229850425,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084243256,0,100,0,100,Zomato COD,69425469583,Paneer Tikka (QTY-1.000)
Home Delivery,2018-06-15,20084243584,0,150,0,150,Zomato COD,250201726388,"Tandoori Roti Butter (QTY-2.000),Chicken Curry (QTY-1.000)"
Dine In,2018-06-15,20084243912,0,430,0,430,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Garlic Nan (QTY-1.000),Chicken Handi (QTY-1.000),Cold Drink (QTY-1.000)"
Dine In,2018-06-15,20084244240,0,420,0,420,-,UnKnown,"Hyderabadi Mutton Dum Biryani (QTY-1.000),Chicken Curry (QTY-1.000)"
Dine In,2018-06-15,20084244568,0,210,0,210,-,UnKnown,"Tandoori Garlic Chicken (QTY-1.000),Butter Milk (QTY-1.000)"
Dine In,2018-06-15,20084244896,0,210,0,210,-,UnKnown,"Garlic Nan (QTY-1.000),Garlic Nan (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Dine In,2018-06-15,20084245224,0,210,0,210,-,UnKnown,"Garlic Nan (QTY-1.000),Garlic Nan (QTY-1.000),Mutton Bhuna (QTY-1.000)"
Home Delivery,2018-06-15,20084245552,0,300,0,300,Zomato Online,248949299759,"Tandoori Roti (QTY-15.000),Chicken Curry (QTY-1.000)"
Dine In,2018-06-15,20084245880,137.6,1238.4,0,1238,-,UnKnown,"Paneer Garlic Tikka (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Chicken Curry (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-29.000)"
Home Delivery,2018-06-15,20084246208,0,160,10,170,-,275559112557,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084246536,0,110,0,110,Zomato Online,249229160567,"Masala Papad (QTY-1.000),Chole Bathure (QTY-1.000)"
Take Away,2018-06-15,20084246864,0,300,10,310,-,UnKnown,Hyderabadi Keema Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084247192,0,180,0,180,Zomato Online,69438873270,Chicken Tikka (QTY-1.000)
Home Delivery,2018-06-15,20084247520,0,290,0,290,Zomato Online,248949284383,Tandoori Chicken (QTY-1.000)
Dine In,2018-06-15,20084247848,0,250,0,250,-,UnKnown,"Tomato Soup (QTY-1.000),Chicken Malai Tikka (QTY-1.000)"
Home Delivery,2018-06-15,20084248176,0,160,0,160,Zomato Online,69425469180,Tandoori Chicken (QTY-1.000)
Home Delivery,2018-06-15,20084248504,0,880,0,880,Zomato Online,69427740054,"Tandoori Roti Butter (QTY-3.000),Lachchha Paratha (QTY-3.000),Aloo Paratha (QTY-2.000),Butter nan (QTY-3.000),Chicken Curry (QTY-1.000),Butter Chicken (QTY-1.000),Paneer Tikka Masala (QTY-1.000)"
Take Away,2018-06-15,20084248832,0,440,0,440,-,289200068721,"Chicken Curry (QTY-1.000),Chicken Nilgir (QTY-1.000)"
Take Away,2018-06-15,20084249160,0,560,0,560,-,289200068721,"Chicken Lollypop (6 pc) (QTY-1.000),Chicken Handi (QTY-1.000)"
Take Away,2018-06-15,20084249488,0,160,0,160,-,289200068721,Kaju curry (QTY-1.000)
Dine In,2018-06-15,20084249816,0,190,0,190,-,UnKnown,"water bottle (QTY-1.000),Mutton Bati (QTY-1.000),Cold Drink s (QTY-1.000)"
Home Delivery,2018-06-15,20084250144,0,300,0,300,Zomato Online,35326992334,"Chicken Tikka Masala (QTY-1.000),Chicken Home Style (QTY-1.000)"
Home Delivery,2018-06-15,20084250472,0,130,0,130,Zomato Online,250229821285,Fish Curry (QTY-1.000)
Dine In,2018-06-15,20084250800,0,300,0,300,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-06-15,20084251128,0,160,0,160,-,UnKnown,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084251456,0,160,0,160,Zomato COD,217735683657,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-15,20084251784,0,180,0,180,Zomato Online,243950823954,"Tandoori Paratha (QTY-3.000),Bhindi masala (QTY-1.000)"
Home Delivery,2018-06-15,20084252112,0,150,0,150,Zomato Online,218328378454,Mutton Home Style (QTY-1.000)
Home Delivery,2018-06-15,20084252440,0,220,0,220,Zomato Online,251746336976,Chicken Home Style (QTY-1.000)
Home Delivery,2018-06-15,20084252768,0,400,0,400,Zomato Online,247072753819,"Chicken Tikka (QTY-1.000),Tandoori Chicken (QTY-1.000)"
Home Delivery,2018-06-15,20084253096,0,280,0,280,Zomato Online,250229833933,"Green Salad (QTY-1.000),Muttor Pulav (QTY-1.000),Chicken Curry (QTY-1.000)"
Take Away,2018-06-15,20084253752,0,196,0,196,-,304606418279,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Aloo Muttor (QTY-1.000)"
Home Delivery,2018-06-15,20084254080,0,180,0,180,Zomato COD,304732564657,"Plain Rice (QTY-1.000),Egg Curry (QTY-1.000)"
Take Away,2018-06-15,20084254408,71,639,30,669,-,298468063980,"Chicken Garlic Tikka (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-06-15,20084254736,0,150,0,150,Zomato Online,250230392460,Bhuna Chicken (QTY-1.000)
Home Delivery,2018-06-15,20084255064,0,180,0,180,Zomato Online,249225337957,"Tandoori Roti Butter (QTY-4.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-15,20084255392,0,160,0,160,Zomato COD,275009341507,Chicken Kolhapuri (QTY-1.000)
Home Delivery,2018-06-15,20084255720,0,220,0,220,Zomato Online,69438913105,Chicken Curry (QTY-1.000)
Home Delivery,2018-06-15,20084256048,0,216,0,216,Zomato Online,217025188891,"Tandoori Roti (QTY-8.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-15,20084256376,0,385,0,385,Zomato COD,250201727318,"Butter nan (QTY-3.000),Chicken Kolhapuri (QTY-1.000),Mutton Bhuna (QTY-1.000)"
Home Delivery,2018-06-15,20084256704,0,525,0,525,Zomato COD,303535635437,"Chicken Pudina Tikka (QTY-1.000),Tandoori Roti Butter (QTY-7.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-06-15,20084257032,0,145,0,145,Zomato Online,62932545406,"Chicken Amritsari Tikka (QTY-1.000),Pudina Paratha (QTY-1.000)"
Take Away,2018-06-15,20084257688,0,1180,0,1180,-,289200068721,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Butter Chicken (QTY-2.000)"
Take Away,2018-06-15,20084258016,0,320,0,320,-,289200068721,"Tandoori Chicken (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Take Away,2018-06-15,20084258344,0,160,0,160,-,289200068721,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Take Away,2018-06-15,20084258672,0,580,0,580,-,289200068721,"Chilly Chicken (QTY-1.000),Tandoori Malai Chicken (QTY-1.000)"
Take Away,2018-06-15,20084259000,0,475,0,475,-,289200068721,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Butter nan (QTY-1.000),Butter nan (QTY-1.000),Butter nan (QTY-1.000),Kaju curry (QTY-1.000),Butter Chicken (QTY-1.000)"
Take Away,2018-06-15,20084259328,0,184,0,184,-,38271357206,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Egg Curry (QTY-1.000)"
Dine In,2018-06-15,20084259656,50.5,454.5,0,455,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Jeera Rice (QTY-1.000),Chicken Handi (QTY-1.000)"
Dine In,2018-06-15,20084259984,0,439,0,439,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Chicken Curry (QTY-1.000)"
Take Away,2018-06-15,20084260312,144.8,579.2,0,579,-,38271357206,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Butter Chicken (QTY-1.000)"
Dine In,2018-06-15,20084260640,0,450,0,450,-,UnKnown,"Aloo Paratha (QTY-1.000),Garlic Nan (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Fish Tikka (QTY-1.000)"
Dine In,2018-06-15,20084260968,0,464,0,464,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Fish Fry (QTY-1.000),Mutton Home Style (QTY-1.000)"
Dine In,2018-06-15,20084261296,0,220,0,220,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Chicken Kolhapuri (QTY-1.000)"
Dine In,2018-06-15,20084261624,0,160,0,160,-,UnKnown,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Take Away,2018-06-15,20084261952,0,560,20,580,-,38271357206,"Chicken Lollypop (6 pc) (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Take Away,2018-06-15,20084262280,0,1126,0,1126,-,38271357206,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Plain Rice (QTY-1.000),Chicken Curry (QTY-1.000),Mutton Bhuna (QTY-2.000),Fish Curry (QTY-1.000),Cold Coffee (QTY-1.000),Cold Coffee (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000)"
Take Away,2018-06-16,20084262608,0,120,10,130,-,38271357206,Chicken Curry (QTY-1.000)
Take Away,2018-06-16,20084262936,0,526,20,546,-,38271357206,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-17.000),Plain Rice (QTY-1.000),chicken masala full (QTY-1.000)"
Home Delivery,2018-06-16,20084263264,0,230,0,230,Zomato Online,250229845682,"Chole Bathure (QTY-1.000),Mutton Bati (QTY-1.000)"
Home Delivery,2018-06-16,20084263592,0,290,0,290,Zomato Online,250229027840,"Veg Manchurian (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Home Delivery,2018-06-16,20084263920,0,272,0,272,Zomato Online,249229160629,"Tandoori Roti (QTY-6.000),Chole Bathure (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-16,20084264248,0,410,0,410,Zomato COD,250206162457,"Chilly Chicken (QTY-1.000),Chilly Paneer (QTY-1.000),Butter Cheese maggi (QTY-1.000),Chicken Roll (QTY-1.000)"
Home Delivery,2018-06-16,20084264576,0,156,0,156,Zomato Online,250228992283,"Tandoori Roti (QTY-3.000),Chicken Curry (QTY-1.000)"
Take Away,2018-06-16,20084264904,0,600,20,620,-,38271357206,"Hyderabadi Chicken Tikka Biryani (QTY-1.000),Hyderabadi Chicken Tikka Biryani (QTY-1.000)"
Dine In,2018-06-16,20084265232,0,380,0,380,-,UnKnown,"Butter maggi (QTY-1.000),Vegetable Chesse Maggi (QTY-1.000),Masala Maggi (QTY-1.000),Masala Cheese Maggi (QTY-1.000),Masala Cheese Maggi (QTY-1.000),Cold Coffee (QTY-1.000),Butter Milk (QTY-1.000),Butter Milk (QTY-1.000),water bottle (QTY-1.000)"
Dine In,2018-06-16,20084265560,0,184,0,184,-,UnKnown,"Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-06-16,20084265888,0,160,0,160,Zomato COD,248943908239,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Take Away,2018-06-16,20084266216,0,250,20,270,-,38271357206,"Veg Biryani (QTY-1.000),chole rice (QTY-1.000)"
Home Delivery,2018-06-16,20084266544,0,160,0,160,Zomato COD,250229828663,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-06-16,20084266872,0,169,0,169,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-06-16,20084267200,0,170,0,170,Zomato Online,248949287731,"Mutton Rogan Josh (QTY-1.000),Butter Milk (QTY-1.000)"
Home Delivery,2018-06-16,20084267528,0,320,0,320,Zomato COD,249229171789,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Home Delivery,2018-06-16,20084267856,0,100,0,100,Zomato Online,250229837684,"Lachchha Paratha (QTY-1.000),Chole Kulche Amritsari (QTY-1.000)"
Take Away,2018-06-16,20084268184,0,120,0,120,-,38271357206,"Masala Maggi (QTY-1.000),Masala Cheese Maggi (QTY-1.000),water bottle (QTY-1.000)"
Home Delivery,2018-06-16,20084268512,0,600,20,620,-,251380891616,"Hyderabadi Mutton Dum Biryani (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-06-16,20084268840,0,180,0,180,-,291596912833,"Plain Rice (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-06-16,20084269168,0,440,0,440,Zomato Online,250229819394,"Chilly Paneer (QTY-1.000),Chicken Home Style (QTY-1.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-06-16,20084269496,0,160,0,160,Zomato Online,249225366260,"Veg Roll (QTY-1.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-06-16,20084269824,0,310,0,310,Zomato Online,35326920104,"Kadhai Chicken (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-06-16,20084270152,0,150,0,150,Zomato Online,242988706435,"Tandoori Roti Butter (QTY-2.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-06-16,20084270480,0,440,0,440,Zomato Online,289564023291,"Paneer Pudina Tikka (QTY-1.000),Tandoori Roti (QTY-5.000),Chicken Home Style (QTY-1.000)"
Take Away,2018-06-16,20084270808,0,160,10,170,-,38271357206,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-06-16,20084271464,0,220,0,220,Zomato Online,250228995972,Chicken Curry (QTY-1.000)
Home Delivery,2018-06-16,20084271792,0,320,0,320,Zomato Online,249229158118,Hyderabadi Chicken Fry Piece Biryani (QTY-2.000)
Home Delivery,2018-06-16,20084272120,0,180,0,180,Zomato COD,69427739341,Butter Chicken (QTY-1.000)
